deal_id,acquirer,bucket_name,bucket_type,candidate_target,candidate_ticker,candidate_public_status_at_snapshot,candidate_asset,therapeutic_area,indication,modality,stage_at_snapshot,estimated_market_cap_or_value_at_snapshot,source_url,source_published_date,data_as_of_date,why_plausible,why_available,why_affordable,rights_or_encumbrance_status,manual_review_status
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,adjacent,Pandion Therapeutics,PAND,public,PT101 / autoimmune T cell regulation,diabetes_endocrine,type_1_diabetes_immune,biologic_immunoregulation,phase1,~500M,,2019-09-01,2019-09-01,T1D immune-regulation platform — tolerance angle adjacent to beta-cell protection,No confirmed acquisition in 2019,Affordable for VRTX,No confirmed encumbrance,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,adjacent,Caladrius Biosciences,CLBS,public,CLBS03 T regulatory cell therapy T1D,diabetes_endocrine,type_1_diabetes,t_reg_cell_therapy,phase2,~100M,,2019-09-01,2019-09-01,T regulatory cell therapy for T1D — immune tolerance approach,No confirmed acquisition,Microcap; affordable,No confirmed encumbrance,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,adjacent,Tolerion,private_TLRN,private,TOL-3021 T regulatory cells T1D,diabetes_endocrine,type_1_diabetes,t_reg_cell_therapy,phase2,unknown_private,,2019-09-01,2019-09-01,T regulatory cell therapy approach for T1D beta-cell protection,Private; no confirmed acquisition,Private company,Private data limited,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,stretch,Zealand Pharma,ZEAL.CO,public,dasiglucagon / glucagon analogs,diabetes_endocrine,hypoglycemia_and_t1d_management,peptide,phase3,~3000M DKK,,2019-09-01,2019-09-01,T1D metabolic management asset — indirect adjacency,No confirmed acquisition,Denmark-listed; affordable,No confirmed encumbrance,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,stretch,Viking Therapeutics,VKTX,public,VK2809 / VK0612 metabolic assets,metabolic,metabolic_disease,small_molecule,phase2,~300M,,2019-09-01,2019-09-01,Metabolic disease platform — adjacent to diabetes/endocrine,No confirmed acquisition,Affordable for VRTX,No confirmed encumbrance,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,stretch,Tolerogenix,private_TGNX,private,Regulatory T cell-based tolerance,diabetes_endocrine,type_1_diabetes,t_reg_tolerance,preclinical,unknown_private,,2019-09-01,2019-09-01,T regulatory tolerance approach,Private; no confirmed acquisition,Private; early stage,Sparse data,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,stretch,Xencor,XNCR,public,IL-2 variants / immune-modifying biologics,immunology,autoimmune,biologic_cytokine_variant,phase1,~1500M,,2019-09-01,2019-09-01,Engineered IL-2 could support T1D immune tolerance — stretch adjacency,No confirmed acquisition,VRTX could afford,Partner encumbrance check required,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,stretch,Coherus BioSciences,CHRS,public,Biosimilar and immuno-oncology platform,immunology,autoimmune_adjacent,biologic_biosimilar,commercial,~1000M,,2019-09-01,2019-09-01,Immunology biologics platform — stretch fit,No confirmed acquisition,Affordable,Biosimilar focus reduces strategic fit,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,decoy,Novo Nordisk,NVO,public,Ozempic / insulin portfolio,diabetes_endocrine,type_2_diabetes,small_molecule_biologic,commercial,~150000M,,2019-09-01,2019-09-01,T2D leader but not T1D cell therapy — size and focus mismatch,No acquisition by VRTX,Far too large for VRTX to acquire,No encumbrance; excluded by size,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,decoy,Eli Lilly,LLY,public,insulin portfolio / Sigilon collaborator,diabetes_endocrine,type_1_2_diabetes,small_molecule_biologic,commercial,~100000M,,2019-09-01,2019-09-01,T1D/T2D leader — acquirer of Sigilon; far too large,No acquisition by VRTX,Far too large for VRTX,Sigilon collaboration encumbrance,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,decoy,bluebird bio,BLUE,public,gene therapy rare disease,rare_disease,rare_genetic_disease,gene_therapy,phase3,~3000M,,2019-09-01,2019-09-01,Gene therapy platform but not T1D — modality adjacent but TA mismatch,No confirmed acquisition,Affordable for VRTX,No encumbrance,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,decoy,Ionis Pharmaceuticals,IONS,public,Antisense oligonucleotide platform,diabetes_endocrine,metabolic_adjacent,antisense_oligonucleotide,commercial,~5000M,,2019-09-01,2019-09-01,AstraZeneca/Biogen partner; oligonucleotide not cell therapy,No confirmed acquisition,VRTX could afford,AstraZeneca/Biogen partnerships limit acquisition,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,core,Parvus Therapeutics,private_PRVS,private,Nanoparticle antigen-specific tolerance T1D,diabetes_endocrine,type_1_diabetes,nanoparticle_tolerance,phase1,unknown_private,,2019-09-01,2019-09-01,Antigen-specific tolerance — complementary immune approach to beta-cell therapy,Private; no confirmed acquisition,Private; small,Private data limited,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,stretch,Selecta Biosciences,SELB,public,immune tolerance nanoparticle platform,immunology,autoimmune_tolerance,nanoparticle_svp,phase2,~300M,,2019-09-01,2019-09-01,Immune tolerance platform — could complement cell replacement strategy,No confirmed acquisition,Affordable for VRTX,No confirmed encumbrance,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,adjacent,Cour Pharmaceutical,private_COUR,private,Immune tolerance nanoparticles T1D,diabetes_endocrine,type_1_diabetes,nanoparticle_tolerance,phase1,unknown_private,,2019-09-01,2019-09-01,Nanoparticle tolerance platform for T1D — immune angle adjacent to islet cell therapy,Private; no confirmed acquisition,Private; small,Private data limited,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,stretch,UniQure,QURE,public,AAV gene therapy platform,rare_disease,haemophilia_adjacent,aav_gene_therapy,phase3,~1500M,,2019-09-01,2019-09-01,AAV platform adjacent to cell/gene therapy — stretch fit,No confirmed acquisition,Affordable,No confirmed encumbrance,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,stretch,Sangamo Therapeutics,SGMO,public,Zinc finger gene editing / cell therapy,rare_disease,rare_genetic_adjacent,gene_editing_zfn,phase1,~1200M,,2019-09-01,2019-09-01,Gene editing platform — stretch fit for T1D cell engineering,No confirmed acquisition in 2019,Affordable for VRTX,Biogen collaboration — check scope,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,stretch,Arctus Bio,private_ARCT,private,Cell therapy / regenerative medicine,diabetes_endocrine,type_1_diabetes_adjacent,cell_therapy,preclinical,unknown_private,,2019-09-01,2019-09-01,Cell therapy regenerative medicine adjacent to T1D,Private; no confirmed acquisition,Private; small,Sparse data,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,stretch,Crinetics Pharmaceuticals,CRNX,public,Paltusotine / SST agonists endocrine,diabetes_endocrine,acromegaly_endocrine,small_molecule_sst,phase3,~800M,,2019-09-01,2019-09-01,Endocrine/metabolic focus — adjacent hormone platform,No confirmed acquisition,Affordable for VRTX,No confirmed encumbrance,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,stretch,Intarcia Therapeutics,private_INTA,private,ITCA 650 exenatide osmotic mini-pump T2D,diabetes_endocrine,type_2_diabetes,drug_device_combination,phase3,unknown_private,,2019-09-01,2019-09-01,T2D drug-device — adjacent metabolic; not T1D cell therapy,Private; failed to obtain FDA approval 2019,Private; distressed in 2019,Technology failure risk,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,stretch,Tolerance Therapeutics,private_TLTX,private,Immunological tolerance for organ transplant,immunology,transplant_tolerance,tolerance_biologics,preclinical,unknown_private,,2019-09-01,2019-09-01,Transplant tolerance approach — adjacent to islet cell immune protection,Private; no confirmed acquisition,Private; early stage,Sparse data,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,stretch,Regenera Medical,private_RGMA,private,Cellular reprogramming / regenerative,diabetes_endocrine,type_1_diabetes_adjacent,cellular_reprogramming,preclinical,unknown_private,,2019-09-01,2019-09-01,Cellular reprogramming adjacent to beta-cell regeneration,Private; no confirmed acquisition,Private; early stage,Sparse data,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,adjacent,Evotec,EVT.DE,public,Diabetes/beta-cell research platform,diabetes_endocrine,type_1_diabetes_research,drug_discovery_platform,research,~1500M EUR,,2019-09-01,2019-09-01,Beta-cell biology research platform — academic/research-stage,No confirmed acquisition,German-listed; VRTX could afford,Multiple pharma partnerships limit full acquisition,pending
VRTX_SEMMA_20190903,VRTX,VRTX_SEMMA_2019,adjacent,Rubius Therapeutics,RUBY,public,Red cell therapeutics / immune tolerance,immunology,type_1_diabetes_immune,red_cell_therapy,phase1,~800M,,2019-09-01,2019-09-01,Red cell therapy / immune tolerance adjacent to T1D,No confirmed acquisition,Affordable for VRTX,No confirmed encumbrance,pending
VRTX_VIACYTE_20220711,VRTX,VRTX_VIACYTE_2022,core,Semma Therapeutics,SEMMA,acquired_by_vrtx_2019,VX-880 stem-cell islets,diabetes_endocrine,type_1_diabetes,cell_therapy,commercial_pipeline,acquired,,2022-07-01,2022-07-01,Vertex already owns Semma,reject_already_acquired,reject_already_acquired,Vertex acquired Semma 2019 — cannot be a 2022 negative,reject_already_acquired
VRTX_VIACYTE_20220711,VRTX,VRTX_VIACYTE_2022,core,Sigilon Therapeutics,SGTX,public,Shielded Living Therapeutics T1D,diabetes_endocrine,type_1_diabetes,encapsulated_cell_therapy,phase1,~300M,,2022-07-01,2022-07-01,Encapsulated cell therapy T1D — direct ViaCyte competitor,No acquisition before Jul 2022; Lilly deal 2023,Affordable for VRTX,Lilly T1D collaboration — rights check required,approved_core
VRTX_VIACYTE_20220711,VRTX,VRTX_VIACYTE_2022,core,Sernova Corp,SVA.TO,public,Cell Pouch device + cells,diabetes_endocrine,type_1_diabetes,cell_therapy_device,phase1_2,~50M CAD,,2022-07-01,2022-07-01,Implantable cell pouch T1D — same device/cell strategy,No acquisition as of Jul 2022,Microcap,No confirmed encumbrance,approved_core
VRTX_VIACYTE_20220711,VRTX,VRTX_VIACYTE_2022,core,Sana Biotechnology,SANA,public,Hypoimmune engineered cells / T1D islets,diabetes_endocrine,type_1_diabetes,hypoimmune_cell_therapy,phase1,~1200M,,2022-07-01,2022-07-01,Hypoimmune stem-cell islets for T1D — same biology as ViaCyte PEC programs,No acquisition as of Jul 2022,Affordable for VRTX,No confirmed encumbrance in 2022; check program disclosure timing,needs_snapshot_check
VRTX_VIACYTE_20220711,VRTX,VRTX_VIACYTE_2022,core,Beta-O2 Technologies,private_BO2,private,Encapsulated islet implant,diabetes_endocrine,type_1_diabetes,encapsulated_islet_device,phase1,unknown_private,,2022-07-01,2022-07-01,Direct encapsulation strategy,Private; no acquisition,Private; small,No confirmed encumbrance,pending
VRTX_VIACYTE_20220711,VRTX,VRTX_VIACYTE_2022,adjacent,CRISPR Therapeutics,CRSP,public,VCTX210/VCTX211 gene-edited islets,diabetes_endocrine,type_1_diabetes,gene_edited_cell_therapy,preclinical,~3000M,,2022-07-01,2022-07-01,Gene-edited hypoimmune islets — ViaCyte collaboration partner,Available as public company,VRTX could afford,ViaCyte collaboration creates rights entanglement — reject,reject_rights_encumbered
VRTX_VIACYTE_20220711,VRTX,VRTX_VIACYTE_2022,adjacent,Provention Bio,PRVB,public,Teplizumab Tzield T1D delay,diabetes_endocrine,type_1_diabetes,anti_cd3_antibody,phase3,~400M,,2022-07-01,2022-07-01,T1D specialty — delays onset; complementary to cell replacement,No acquisition in 2022; Sanofi 2023,Affordable,No confirmed encumbrance in 2022,approved_stretch
VRTX_VIACYTE_20220711,VRTX,VRTX_VIACYTE_2022,adjacent,CellTrans Inc,private_CLTR,private,Lantidra donor islet cellular therapy,diabetes_endocrine,type_1_diabetes,donor_islet_cell_therapy,phase3,unknown_private,,2022-07-01,2022-07-01,FDA-approved T1D cell replacement proof of concept,Private; no acquisition,Private; small,Donor-cell supply constraint,approved_adjacent
VRTX_VIACYTE_20220711,VRTX,VRTX_VIACYTE_2022,stretch,Kadimastem,KDM.TA,public_israel,Stem-cell pancreatic islets,diabetes_endocrine,type_1_diabetes,stem_cell_islets,preclinical,~30M ILS,,2022-07-01,2022-07-01,Direct T1D stem-cell islet platform,No acquisition,Microcap,Israel-listed; limited US data,pending
VRTX_VIACYTE_20220711,VRTX,VRTX_VIACYTE_2022,stretch,Orgenesis,ORGS,public,Cell/gene therapy manufacturing + diabetes,diabetes_endocrine,type_1_diabetes,cell_gene_therapy_platform,phase2,~200M,,2022-07-01,2022-07-01,Cell therapy manufacturing platform with diabetes angle,No confirmed acquisition,Affordable,Platform asset; weak T1D fit,pending
VRTX_VIACYTE_20220711,VRTX,VRTX_VIACYTE_2022,decoy,Eli Lilly,LLY,public,Insulin + Sigilon T1D collaboration,diabetes_endocrine,type_1_2_diabetes,small_molecule_biologic,commercial,~300000M,,2022-07-01,2022-07-01,T1D/T2D leader — too large; Sigilon collaborator,No acquisition by VRTX,Far too large,Sigilon collaboration encumbrance,reject_too_large_or_not_acquirable
VRTX_EXONICS_20190606,VRTX,VRTX_EXONICS_2019,core,Solid Biosciences,SLDB,public,SGT-001 AAV microdystrophin DMD,rare_disease_neuromuscular,duchenne_muscular_dystrophy,aav_gene_therapy,phase1_2,~600M,,2019-06-01,2019-06-01,Direct DMD gene therapy competitor,No acquisition as of Jun 2019,Affordable for VRTX,No confirmed encumbrance,approved_core
VRTX_EXONICS_20190606,VRTX,VRTX_EXONICS_2019,core,Sarepta Therapeutics,SRPT,public,Eteplirsen / PMO exon skipping DMD,rare_disease_neuromuscular,duchenne_muscular_dystrophy,exon_skipping_pmo,commercial,~8000M,,2019-06-01,2019-06-01,Best-known DMD company; exon-skipping expertise,No acquisition by VRTX,Likely too expensive for pure tuck-in,No confirmed encumbrance,approved_stretch
VRTX_EXONICS_20190606,VRTX,VRTX_EXONICS_2019,adjacent,REGENXBIO,RGNX,public,AAV gene therapy platform,rare_disease_neuromuscular,rare_genetic_disease,aav_gene_therapy,phase1_2,~1200M,,2019-06-01,2019-06-01,AAV gene delivery platform adjacent to DMD gene editing,No acquisition in 2019,Affordable for VRTX,No confirmed encumbrance,approved_adjacent
VRTX_EXONICS_20190606,VRTX,VRTX_EXONICS_2019,adjacent,Wave Life Sciences,WVE,public,Stereopure oligonucleotides / neuromuscular,rare_disease_neuromuscular,duchenne_muscular_dystrophy,stereopure_oligonucleotide,phase2,~800M,,2019-06-01,2019-06-01,Oligonucleotide DMD platform — adjacent genetic medicine modality,No acquisition in 2019,Affordable,No confirmed encumbrance,approved_adjacent
VRTX_EXONICS_20190606,VRTX,VRTX_EXONICS_2019,adjacent,Ultragenyx Pharmaceutical,RARE,public,Rare disease / UX701 gene therapy,rare_disease,rare_genetic_disease,aav_gene_therapy,phase1_2,~3000M,,2019-06-01,2019-06-01,Rare disease strategic fit; gene therapy platform,No acquisition in 2019,VRTX could afford,No confirmed encumbrance,approved_stretch
VRTX_EXONICS_20190606,VRTX,VRTX_EXONICS_2019,adjacent,Dyne Therapeutics,DYNE,private_2019,FORCE platform DMD/DM1,rare_disease_neuromuscular,duchenne_muscular_dystrophy,antibody_oligo_conjugate,preclinical,unknown_private_2019,,2019-06-01,2019-06-01,DMD/DM1 AOC platform very similar to Exonics target diseases,Not yet public in 2019,Private; small,Not public in 2019 — data availability issue,needs_snapshot_check
VRTX_EXONICS_20190606,VRTX,VRTX_EXONICS_2019,adjacent,Entrada Therapeutics,ENTR,private_2019,FORCETM endosomal escape platform DMD,rare_disease_neuromuscular,duchenne_muscular_dystrophy,cell_penetrating_peptide,preclinical,unknown_private_2019,,2019-06-01,2019-06-01,Endosomal escape platform for neuromuscular — adjacent modality,Not yet public in 2019,Private; early,Not public in 2019 — data availability issue,needs_snapshot_check
VRTX_EXONICS_20190606,VRTX,VRTX_EXONICS_2019,adjacent,PepGen,PEPG,private_2019,Peptide-enhanced exon skipping DMD,rare_disease_neuromuscular,duchenne_muscular_dystrophy,peptide_enhanced_oligo,preclinical,unknown_private_2019,,2019-06-01,2019-06-01,Peptide-enhanced ASO for DMD — direct Exonics adjacent,Not yet public in 2019,Private,Not public in 2019,needs_snapshot_check
VRTX_EXONICS_20190606,VRTX,VRTX_EXONICS_2019,stretch,Rocket Pharmaceuticals,RCKT,public,Gene therapy rare disease,rare_disease,rare_genetic_disease,lentiviral_aav_gene_therapy,phase1_2,~1200M,,2019-06-01,2019-06-01,Rare disease gene therapy — modality adjacency,No acquisition in 2019,Affordable,No confirmed encumbrance,pending
VRTX_EXONICS_20190606,VRTX,VRTX_EXONICS_2019,stretch,Applied Genetic Technologies,AGTC,public,AAV gene therapy ophthalmic,rare_disease,rare_genetic_ophthalmic,aav_gene_therapy,phase2_3,~600M,,2019-06-01,2019-06-01,AAV gene therapy platform — modality adjacent but TA mismatch,No acquisition in 2019,Affordable,No confirmed encumbrance,pending
VRTX_EXONICS_20190606,VRTX,VRTX_EXONICS_2019,decoy,BioMarin Pharmaceutical,BMRN,public,Prosensa/kyndrisa — already owns exon-skipping IP,rare_disease_neuromuscular,duchenne_muscular_dystrophy,exon_skipping,commercial,~15000M,,2019-06-01,2019-06-01,BioMarin acquired Prosensa 2014 — already owns key DMD IP,Prosensa already acquired before 2019,BioMarin too large,Prosensa acquired — BioMarin controls IP,reject_already_acquired
VRTX_EXONICS_20190606,VRTX,VRTX_EXONICS_2019,decoy,Santhera Pharmaceuticals,SANN.SW,public,Vamorolone / idebenone DMD,rare_disease_neuromuscular,duchenne_muscular_dystrophy,small_molecule,phase3,~300M CHF,,2019-06-01,2019-06-01,DMD small molecule — different modality from Exonics gene editing,No acquisition,Affordable but wrong modality,No confirmed encumbrance,pending
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,core,Vera Therapeutics,VERA,public,Atacicept BAFF/APRIL blocker IgAN,immunology_nephrology,IgA_nephropathy,biologic_fusion_protein,phase3,~1500M,,2024-01-01,2024-01-01,Closest public BAFF/APRIL IgAN comparator to Alpine povetacicept,No acquisition as of Apr 2024,Affordable for VRTX,No confirmed encumbrance,approved_core
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,core,Travere Therapeutics,TVTX,public,Filspari sparsentan IgAN,immunology_nephrology,IgA_nephropathy,small_molecule_dual,commercial,~1200M,,2024-01-01,2024-01-01,Commercial IgAN asset; Filspari ~$9900/mo — direct comparator,No acquisition as of Apr 2024,Affordable for VRTX,No confirmed encumbrance,approved_core
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,core,Calliditas Therapeutics,CALT,public,Nefecon (Tarpeyo) targeted IgAN,immunology_nephrology,IgA_nephropathy,targeted_release_budesonide,commercial,~800M,,2024-01-01,2024-01-01,First approved IgAN budesonide therapy — direct comparator,No Asahi acquisition announced pre-Apr 2024,Affordable for VRTX,Asahi Kasei acquisition process — check exact timing vs snapshot,approved_core
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,core,Chinook Therapeutics,KDNY,public,BION-1301 anti-APRIL IgAN,immunology_nephrology,IgA_nephropathy,anti_april_antibody,phase2,acquired_novartis_2023,,2024-01-01,2024-01-01,Direct anti-APRIL IgAN target — same mechanism as Alpine,Acquired by Novartis Jul 2023 — INVALID for 2024 snapshots,N/A — already acquired,Novartis acquisition 2023 — not available,reject_already_acquired
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,adjacent,Omeros Corporation,OMER,public,OMS721 complement inhibitor IgAN,immunology_nephrology,IgA_nephropathy,complement_inhibitor,phase3,~500M,,2024-01-01,2024-01-01,Complement pathway IgAN — adjacent mechanism,No acquisition as of Apr 2024,Affordable,No confirmed encumbrance,approved_adjacent
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,adjacent,Kezar Life Sciences,KZR,public,KZR-616 immunoproteasome inhibitor autoimmune kidney,immunology_nephrology,lupus_nephritis_igan_adjacent,small_molecule,phase2,~200M,,2024-01-01,2024-01-01,Autoimmune kidney adjacency — different target but same organ,No acquisition,Affordable,No confirmed encumbrance,pending
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,adjacent,Arrowhead Pharmaceuticals,ARWR,public,ARO-AGT / RNAi kidney disease,immunology_nephrology,kidney_disease,rnai,phase2,~2500M,,2024-01-01,2024-01-01,RNAi kidney disease adjacent; VRTX expanding into nephrology,No acquisition as of Apr 2024,Affordable,No confirmed encumbrance,pending
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,adjacent,Kyverna Therapeutics,KYTX,public,KYV-101 CAR-T autoimmune,immunology,autoimmune_kidney_lupus,car_t_autoimmune,phase1_2,~600M,,2024-01-01,2024-01-01,CAR-T autoimmune kidney adjacency — integration complexity is very different,No acquisition as of Apr 2024,Affordable,No confirmed encumbrance,approved_stretch
VRTX_ALPINE_20240410,VRTX,VRTX_ALPINE_2024,adjacent,Cabaletta Bio,CABA,public,CABA-201 CAR-T autoimmune,immunology,autoimmune_kidney,car_t_autoimmune,phase1,~400M,,2024-01-01,2024-01-01,CAR-T autoimmune adjacency,No acquisition,Affordable,No confirmed encumbrance,pending
