atom_id,program_id,claim_type,evidence_span,proposed_direction,likelihood_ratio,tier,source_type,source_id,observed_vs_inferred,population_match,rationale,extraction_review_status,review_status,extraction_source,extraction_date
rovalpituzumab_tesirine_rova_t:ther:0,rovalpituzumab_tesirine_rova_t,therapeutic_window,PRE-DECISION CANDIDATE: ADC/PBD payload class toxicity and earlier weak response signal;,refuting,1.0,low,,rovalpituzumab_tesirine_rova_t:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: ADC/PBD payload class toxicity and earlier weak response signal;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
rovalpituzumab_tesirine_rova_t:ther:1,rovalpituzumab_tesirine_rova_t,therapeutic_window,public summaries cite Phase 2 ORR around 16% and later Phase 3 survival harm/no benefit.,refuting,1.0,low,,rovalpituzumab_tesirine_rova_t:evidence,inferred,unknown,[EXTRACTED — REVIEW] public summaries cite Phase 2 ORR around 16% and later Phase 3 survival harm/no benefit.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
rovalpituzumab_tesirine_rova_t:ther:2,rovalpituzumab_tesirine_rova_t,therapeutic_window,Need primary TAHOE/MERU safety tables.,neutral,1.0,low,,rovalpituzumab_tesirine_rova_t:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need primary TAHOE/MERU safety tables.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
demcizumab_yosemite_denali:ther:0,demcizumab_yosemite_denali,therapeutic_window,PRE-DECISION CANDIDATE: DLL4/Notch inhibition had known cardiovascular/pulmonary-hypertension monitoring concern;,neutral,1.0,low,,demcizumab_yosemite_denali:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: DLL4/Notch inhibition had known cardiovascular/pulmonary-hypertension monitoring concern;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
demcizumab_yosemite_denali:ther:1,demcizumab_yosemite_denali,therapeutic_window,Phase 1/2 summaries mention hypertension/fatigue and cardiac-related illness.,neutral,1.0,low,,demcizumab_yosemite_denali:evidence,inferred,unknown,[EXTRACTED — REVIEW] Phase 1/2 summaries mention hypertension/fatigue and cardiac-related illness.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
demcizumab_yosemite_denali:ther:2,demcizumab_yosemite_denali,therapeutic_window,Need OncoMed primary release and trial tables.,neutral,1.0,low,,demcizumab_yosemite_denali:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need OncoMed primary release and trial tables.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
figitumumab_nsclc:ther:0,figitumumab_nsclc,therapeutic_window,PRE-DECISION CANDIDATE: IGF-1R antibody had class and combination-toxicity concerns;,refuting,1.0,low,,figitumumab_nsclc:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: IGF-1R antibody had class and combination-toxicity concerns;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
figitumumab_nsclc:ther:1,figitumumab_nsclc,therapeutic_window,need Pfizer/phase III source to confirm whether excess deaths were treatment-exposure related vs disease imbalance.,neutral,1.0,low,,figitumumab_nsclc:evidence,inferred,unknown,[EXTRACTED — REVIEW] need Pfizer/phase III source to confirm whether excess deaths were treatment-exposure related vs disease imbalance.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
rilotumumab_rilotumumab_gastric:ther:0,rilotumumab_rilotumumab_gastric,therapeutic_window,PRE-DECISION CANDIDATE: Prior biomarker hypothesis and chemotherapy-combination exposure existed;,neutral,1.0,low,,rilotumumab_rilotumumab_gastric:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: Prior biomarker hypothesis and chemotherapy-combination exposure existed;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
rilotumumab_rilotumumab_gastric:ther:1,rilotumumab_rilotumumab_gastric,therapeutic_window,need RILOMET primary materials to determine whether increased deaths imply therapeutic-window failure.,refuting,1.0,low,,rilotumumab_rilotumumab_gastric:evidence,inferred,unknown,[EXTRACTED — REVIEW] need RILOMET primary materials to determine whether increased deaths imply therapeutic-window failure.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
melflufen_myeloma_ocean:ther:0,melflufen_myeloma_ocean,therapeutic_window,PRE-DECISION CANDIDATE: Accelerated approval based on single-arm HORIZON response in heavily pretreated MM;,neutral,1.0,low,,melflufen_myeloma_ocean:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: Accelerated approval based on single-arm HORIZON response in heavily pretreated MM;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
melflufen_myeloma_ocean:ther:1,melflufen_myeloma_ocean,therapeutic_window,"known adverse reactions included fatigue, nausea, diarrhea, fever/infections;",neutral,1.0,low,,melflufen_myeloma_ocean:evidence,inferred,unknown,"[EXTRACTED — REVIEW] known adverse reactions included fatigue, nausea, diarrhea, fever/infections;",extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
melflufen_myeloma_ocean:ther:2,melflufen_myeloma_ocean,therapeutic_window,need FDA label/ODAC to quantify myelosuppression and subgroup safety before OCEAN.,neutral,1.0,low,,melflufen_myeloma_ocean:evidence,inferred,unknown,[EXTRACTED — REVIEW] need FDA label/ODAC to quantify myelosuppression and subgroup safety before OCEAN.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
alisertib_ptcl:ther:0,alisertib_ptcl,therapeutic_window,PRE-DECISION CANDIDATE: Aurora A inhibition and cytopenia/GI toxicity risks;,refuting,1.0,low,,alisertib_ptcl:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: Aurora A inhibition and cytopenia/GI toxicity risks;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
alisertib_ptcl:ther:1,alisertib_ptcl,therapeutic_window,prior studies showed activity but need Phase 3 source to verify toxicity-limited dose vs efficacy failure.,refuting,1.0,low,,alisertib_ptcl:evidence,inferred,unknown,[EXTRACTED — REVIEW] prior studies showed activity but need Phase 3 source to verify toxicity-limited dose vs efficacy failure.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
cediranib_glioblastoma:ther:0,cediranib_glioblastoma,therapeutic_window,PRE-DECISION CANDIDATE: VEGFR inhibitor with known hypertension/diarrhea/fatigue class toxicities;,refuting,1.0,low,,cediranib_glioblastoma:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: VEGFR inhibitor with known hypertension/diarrhea/fatigue class toxicities;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
cediranib_glioblastoma:ther:1,cediranib_glioblastoma,therapeutic_window,need trial publication to confirm whether therapeutic window was binding vs endpoint/efficacy.,neutral,1.0,low,,cediranib_glioblastoma:evidence,inferred,unknown,[EXTRACTED — REVIEW] need trial publication to confirm whether therapeutic window was binding vs endpoint/efficacy.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
sapanisertib_solid_tumors:ther:0,sapanisertib_solid_tumors,therapeutic_window,PRE-DECISION CANDIDATE: mTORC1/2 inhibition commonly has metabolic/stomatitis/rash toxicity;,refuting,1.0,low,,sapanisertib_solid_tumors:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: mTORC1/2 inhibition commonly has metabolic/stomatitis/rash toxicity;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
sapanisertib_solid_tumors:ther:1,sapanisertib_solid_tumors,therapeutic_window,need primary sources for dose reductions/discontinuations and whether exposure was constrained.,refuting,1.0,low,,sapanisertib_solid_tumors:evidence,inferred,unknown,[EXTRACTED — REVIEW] need primary sources for dose reductions/discontinuations and whether exposure was constrained.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
parsaclisib_fl:ther:0,parsaclisib_fl,therapeutic_window,PRE-DECISION CANDIDATE: PI3K-delta class toxicity concern;,refuting,1.0,low,,parsaclisib_fl:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: PI3K-delta class toxicity concern;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
parsaclisib_fl:ther:1,parsaclisib_fl,therapeutic_window,seed cited colitis/safety issues but web review here did not find sufficient primary support.,refuting,1.0,low,,parsaclisib_fl:evidence,inferred,unknown,[EXTRACTED — REVIEW] seed cited colitis/safety issues but web review here did not find sufficient primary support.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
parsaclisib_fl:ther:2,parsaclisib_fl,therapeutic_window,Needs manual verification.,neutral,1.0,low,,parsaclisib_fl:evidence,inferred,unknown,[EXTRACTED — REVIEW] Needs manual verification.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
venetoclax_cll_17p:ther:0,venetoclax_cll_17p,therapeutic_window,PRE-DECISION CANDIDATE: Selective BCL-2 inhibition designed to avoid BCL-xL platelet liability seen with navitoclax;,neutral,1.0,low,,venetoclax_cll_17p:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: Selective BCL-2 inhibition designed to avoid BCL-xL platelet liability seen with navitoclax;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
venetoclax_cll_17p:ther:1,venetoclax_cll_17p,therapeutic_window,dose ramp-up/TLS management enabled active exposure.,neutral,1.0,low,,venetoclax_cll_17p:evidence,inferred,unknown,[EXTRACTED — REVIEW] dose ramp-up/TLS management enabled active exposure.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
venetoclax_cll_17p:ther:2,venetoclax_cll_17p,therapeutic_window,Single-arm trial showed high ORR in 17p-deleted CLL before approval.,neutral,1.0,low,,venetoclax_cll_17p:evidence,inferred,unknown,[EXTRACTED — REVIEW] Single-arm trial showed high ORR in 17p-deleted CLL before approval.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
alpelisib_solar1:ther:0,alpelisib_solar1,therapeutic_window,PRE-DECISION CANDIDATE: Alpha-selective PI3K inhibitor with known hyperglycemia/rash/diarrhea;,neutral,1.0,low,,alpelisib_solar1:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: Alpha-selective PI3K inhibitor with known hyperglycemia/rash/diarrhea;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
alpelisib_solar1:ther:1,alpelisib_solar1,therapeutic_window,SOLAR-1 randomized evidence supported efficacy in PIK3CA-mutated tumors despite manageable toxicity.,refuting,1.0,low,,alpelisib_solar1:evidence,inferred,unknown,[EXTRACTED — REVIEW] SOLAR-1 randomized evidence supported efficacy in PIK3CA-mutated tumors despite manageable toxicity.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
alpelisib_solar1:ther:2,alpelisib_solar1,therapeutic_window,Need label discontinuation/dose-reduction extraction.,refuting,1.0,low,,alpelisib_solar1:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need label discontinuation/dose-reduction extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
inavolisib_inavo120:ther:0,inavolisib_inavo120,therapeutic_window,PRE-DECISION CANDIDATE: INAVO120 Phase 3 data supported inavolisib + palbociclib + fulvestrant;,neutral,1.0,low,,inavolisib_inavo120:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: INAVO120 Phase 3 data supported inavolisib + palbociclib + fulvestrant;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
inavolisib_inavo120:ther:1,inavolisib_inavo120,therapeutic_window,"adverse-event discontinuation summarized publicly as about 6%, suggesting active exposure was product-feasible.",refuting,1.0,low,,inavolisib_inavo120:evidence,inferred,unknown,"[EXTRACTED — REVIEW] adverse-event discontinuation summarized publicly as about 6%, suggesting active exposure was product-feasible.",extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
inavolisib_inavo120:ther:2,inavolisib_inavo120,therapeutic_window,Need FDA label extraction.,neutral,1.0,low,,inavolisib_inavo120:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need FDA label extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
capivasertib_capitello291:ther:0,capivasertib_capitello291,therapeutic_window,PRE-DECISION CANDIDATE: CAPItello-291/NEJM and public label summaries show diarrhea/rash/hyperglycemia but approval indicates manageable product-level therapeutic window with intermittent dosing.,neutral,1.0,low,,capivasertib_capitello291:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: CAPItello-291/NEJM and public label summaries show diarrhea/rash/hyperglycemia but approval indicates manageable product-level therapeutic window with intermittent dosing.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
capivasertib_capitello291:ther:1,capivasertib_capitello291,therapeutic_window,Need discontinuation/dose intensity extraction.,refuting,1.0,low,,capivasertib_capitello291:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need discontinuation/dose intensity extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
osimertinib_t790m_nsclc:ther:0,osimertinib_t790m_nsclc,therapeutic_window,PRE-DECISION CANDIDATE: Third-generation EGFR inhibitor designed to target T790M while sparing wild-type EGFR more than earlier TKIs;,neutral,1.0,low,,osimertinib_t790m_nsclc:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: Third-generation EGFR inhibitor designed to target T790M while sparing wild-type EGFR more than earlier TKIs;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
osimertinib_t790m_nsclc:ther:1,osimertinib_t790m_nsclc,therapeutic_window,early clinical response and tolerability supported active exposure.,neutral,1.0,low,,osimertinib_t790m_nsclc:evidence,inferred,unknown,[EXTRACTED — REVIEW] early clinical response and tolerability supported active exposure.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
osimertinib_t790m_nsclc:ther:2,osimertinib_t790m_nsclc,therapeutic_window,Need approval review extraction.,neutral,1.0,low,,osimertinib_t790m_nsclc:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need approval review extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
amivantamab_chrysalis:ther:0,amivantamab_chrysalis,therapeutic_window,PRE-DECISION CANDIDATE: CHRYSALIS showed ORR around 40% with median DOR 11.1 months;,neutral,1.0,low,,amivantamab_chrysalis:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: CHRYSALIS showed ORR around 40% with median DOR 11.1 months;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
amivantamab_chrysalis:ther:1,amivantamab_chrysalis,therapeutic_window,infusion/rash/paronychia risks but exposure judged feasible for approval.,neutral,1.0,low,,amivantamab_chrysalis:evidence,inferred,unknown,[EXTRACTED — REVIEW] infusion/rash/paronychia risks but exposure judged feasible for approval.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
amivantamab_chrysalis:ther:2,amivantamab_chrysalis,therapeutic_window,Need label discontinuation extraction.,refuting,1.0,low,,amivantamab_chrysalis:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need label discontinuation extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
sotorasib_codebreak100:ther:0,sotorasib_codebreak100,therapeutic_window,PRE-DECISION CANDIDATE: Covalent KRAS G12C inhibitor with GI/hepatic toxicities but clinical activity at selected dose;,refuting,1.0,low,,sotorasib_codebreak100:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: Covalent KRAS G12C inhibitor with GI/hepatic toxicities but clinical activity at selected dose;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
sotorasib_codebreak100:ther:1,sotorasib_codebreak100,therapeutic_window,product-level exposure feasible enough for accelerated approval.,neutral,1.0,low,,sotorasib_codebreak100:evidence,inferred,unknown,[EXTRACTED — REVIEW] product-level exposure feasible enough for accelerated approval.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
sotorasib_codebreak100:ther:2,sotorasib_codebreak100,therapeutic_window,Need label/dose modification extraction.,neutral,1.0,low,,sotorasib_codebreak100:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need label/dose modification extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
adagrasib_kras_g12c_nsclc:ther:0,adagrasib_kras_g12c_nsclc,therapeutic_window,PRE-DECISION CANDIDATE: KRYSTAL-1 showed efficacy with manageable GI/hepatic/QTc safety monitoring;,neutral,1.0,low,,adagrasib_kras_g12c_nsclc:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: KRYSTAL-1 showed efficacy with manageable GI/hepatic/QTc safety monitoring;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
adagrasib_kras_g12c_nsclc:ther:1,adagrasib_kras_g12c_nsclc,therapeutic_window,active exposure feasible for accelerated approval.,neutral,1.0,low,,adagrasib_kras_g12c_nsclc:evidence,inferred,unknown,[EXTRACTED — REVIEW] active exposure feasible for accelerated approval.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
adagrasib_kras_g12c_nsclc:ther:2,adagrasib_kras_g12c_nsclc,therapeutic_window,Need label dose-reduction/discontinuation extraction.,refuting,1.0,low,,adagrasib_kras_g12c_nsclc:evidence,inferred,unknown,[EXTRACTED — REVIEW] Need label dose-reduction/discontinuation extraction.,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
trastuzumab_deruxtecan_her2_breast:ther:0,trastuzumab_deruxtecan_her2_breast,therapeutic_window,PRE-DECISION CANDIDATE: ADC showed strong clinical activity;,neutral,1.0,low,,trastuzumab_deruxtecan_her2_breast:evidence,inferred,unknown,[EXTRACTED — REVIEW] PRE-DECISION CANDIDATE: ADC showed strong clinical activity;,extracted,draft,claim_evidence_atoms.extract_atoms_from_row heuristic,2026-07-05
